Name,Source,Page,Ability Scores,Size,Speed,Description
Shadow Goblin,BookOfEbonTides,29,Dexterity +2; Charisma +1,Small,30 feet,"Shadow Goblin Traits. You are a shadow goblin, forever changed by the Shadow Realm, setting you apart from other goblins.

Age. Shadow goblins reach adulthood at age 8 and can live up to 70 years.

Alignment. Much like the shadow fey they coexist with, shadow goblins are not inherently evil, despite their reputations. Their natures are a constant balance between whimsy and being useful and productive. Shadow goblins are more likely to tend toward neutral good or neutral alignments.

Darkvision. You can see in dim light within 60 feet as though it were bright light and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Quick Wit. You have proficiency in the Deception and Insight skills.

Shadow Camoflauge. You have advantage on Dexterity (Stealth) checks made to hide in dim light or darkness.

Stink Eye. As an action, you can perform a combination of rude gestures and sounds to distract one creature you can see within 30 feet. If the target can hear and see you, it must make a Charisma saving throw (DC 8 + your Charisma ability modifier + your proficiency bonus). On a failure, it has disadvantage on the next ability check, attack roll, or saving throw it makes before the start of your next turn.

Sunlight Sensitivity. You have disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight when you, the target of your attack, or whatever you are trying to perceive is in direct sunlight.

Unseelie Blessing. You have advantage on saving throws against being charmed, and magic can't put you to sleep.

Language. You can speak, read, and write Goblin and Umbral."
Shifter,ERLW,33,,Medium,30 feet,"Age. Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.

Alignment. Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.

Size. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Darkvision. You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.Once you shift, you can't do so again until you finish a short or long rest.

Languages. You can speak, read, and write Common."
Shifter,MPMM,32,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Medium,30 feet,"Bestial Instincts. Channeling the beast within, you have proficiency in one of the following skills of your choice: Acrobatics, Athletics, Intimidation, or Survival.

Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to 2 × your proficiency bonus. You can shift a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.Whenever you shift, you gain an additional benefit based on one of the following options (choose when you select this race):Beasthide. You gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class.Longtooth. When you shift and as a bonus action on your other turns while shifted, you can use your elongated fangs to make an unarmed strike. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.Swiftstride. While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks.Wildhunt. While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you unless you're incapacitated.

Languages. You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
Shifter (Beasthide),ERLW,34,Constitution +2; Strength +1,Medium,30 feet,"Age. Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.

Alignment. Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.

Size. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Darkvision. You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.Once you shift, you can't do so again until you finish a short or long rest.

Languages. You can speak, read, and write Common.

Natural Athlete. You have proficiency in the Athletics skill.

Shifting Feature. Whenever you shift, you gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class."
Shifter (Longtooth),ERLW,34,Strength +2; Dexterity +1,Medium,30 feet,"Age. Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.

Alignment. Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.

Size. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Darkvision. You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.Once you shift, you can't do so again until you finish a short or long rest.

Languages. You can speak, read, and write Common.

Fierce. You have proficiency in the Intimidation skill.

Shifting Feature. While shifted, you can use your elongated fangs to make an unarmed strike as a bonus action. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike."
Shifter (Swiftstride),ERLW,34,Dexterity +2; Charisma +1,Medium,30 feet,"Age. Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.

Alignment. Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.

Size. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Darkvision. You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.Once you shift, you can't do so again until you finish a short or long rest.

Languages. You can speak, read, and write Common.

Graceful. You have proficiency in the Acrobatics skill.

Shifting Feature. While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks."
Shifter (Wildhunt),ERLW,34,Wisdom +2; Dexterity +1,Medium,30 feet,"Age. Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.

Alignment. Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.

Size. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Darkvision. You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Shifting. As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.Once you shift, you can't do so again until you finish a short or long rest.

Languages. You can speak, read, and write Common.

Natural Tracker. You have proficiency in the Survival skill.

Shifting Feature. While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated."
Simic Hybrid,GGR,20,Constitution +2; Choose any other +1,Medium,30 feet,"Age. Hybrids begin their lives as adult humans, elves, or vedalken. They age at a slightly accelerated rate, so their maximum life spans are probably reduced somewhat. The Guardian Project has not been operating long enough to observe the full effect of this phenomenon.

Alignment. Most hybrids share the generally neutral outlook of the Simic Combine. They are more interested in scientific research and the standing of their guild than in moral or ethical questions. Those who leave the Combine, however, often do so because their philosophical outlook and alignment are more in line with a different guild's.

Size. Your size is Medium, within the normal range of your humanoid base race.

Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Languages. You can speak, read, and write Common and your choice of Elvish or Vedalken.

Animal Enhancement. Your body has been altered to incorporate certain animal characteristics. You choose one animal enhancement now and a second enhancement at 5th level.At 1st level, choose one of the following options:Manta Glide. You have ray-like fins that you can use as wings to slow your fall or allow you to glide. When you fall and aren't incapacitated, you can subtract up to 100 feet from the fall when calculating falling damage, and you can move up to 2 feet horizontally for every 1 foot you descend.Nimble Climber. You have a climbing speed equal to your walking speed.Underwater Adaptation. You can breathe air and water, and you have a swimming speed equal to your walking speed.At 5th level, your body evolves further, developing new characteristics. Choose one of the options you didn't take at 1st level, or one of the following options:Grappling Appendage. You have two special appendages growing alongside your arms. Choose whether they're both claws or tentacles. As an action, you can use one of them to try to grapple a creature. Each one is also a natural weapon, which you can use to make an unarmed strike. If you hit with it, the target takes bludgeoning damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Immediately after hitting, you can try to grapple the target as a bonus action. These appendages can't precisely manipulate anything and can't wield weapons, magic items, or other specialized equipment.Carapace. Your skin in places is covered by a thick shell. You gain a +1 bonus to AC when you're not wearing heavy armor.Acid Spit. As an action, you can spray acid from glands in your mouth, targeting one creature or object you can see within 30 feet of you. The target takes 2d10 acid damage unless it succeeds on a Dexterity saving throw against a DC equal to 8 + your Constitution modifier + your proficiency bonus. This damage increases by 1d10 when you reach 11th level (3d10) and 17th level (4d10). You can use this trait a number of times equal to your Constitution modifier (minimum of once), and you regain all expended uses of it when you finish a long rest."
Strig,HumblewoodCampaignSetting,20,Strength +2,Medium,30 feet,"Age. Strigs reach maturity faster than most birdfolk races, around 15 years. They can reach a respectable old age by birdfolk standards, living around 80 years.

Alignment. Strigs are normally good aligned, having a strong sense of fair play as well as a tendency to see the best in others. They also favor chaotic alignments, as strigs are a freedom-loving people who will usually put their personal morals above any imposed system of governance.

Size. Strigs are muscular, imposing folk ranging from 4 to over 5 feet tall and weighing around 110 pounds. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Glide. Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered.

Talons. Your sharp claws aid you in unarmed combat and while climbing. Your damage for an unarmed strike is 1d4 piercing damage. Additionally, you have advantage on Strength (Athletics) checks made to climb any surface your talons could reasonably grip.

Darkvision. You are adept at hunting under the cover of night. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Patterned Feathers. You have advantage on Dexterity (Stealth) checks when you attempt to hide in a forest.

Languages. You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally."
Strig (Stout),HumblewoodCampaignSetting,20,Strength +2; Constitution +1,Medium,30 feet,"Age. Strigs reach maturity faster than most birdfolk races, around 15 years. They can reach a respectable old age by birdfolk standards, living around 80 years.

Alignment. Strigs are normally good aligned, having a strong sense of fair play as well as a tendency to see the best in others. They also favor chaotic alignments, as strigs are a freedom-loving people who will usually put their personal morals above any imposed system of governance.

Size. Strigs are muscular, imposing folk ranging from 4 to over 5 feet tall and weighing around 110 pounds. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Glide. Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered.

Talons. Your sharp claws aid you in unarmed combat and while climbing. Your damage for an unarmed strike is 1d4 piercing damage. Additionally, you have advantage on Strength (Athletics) checks made to climb any surface your talons could reasonably grip.

Darkvision. You are adept at hunting under the cover of night. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Patterned Feathers. You have advantage on Dexterity (Stealth) checks when you attempt to hide in a forest.

Languages. You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally.

Imposing. You have proficiency in the Intimidation skill.

Brawler. When you successfully attack a target with your talons, you can choose to grapple that target as a bonus action."
Strig (Swift),HumblewoodCampaignSetting,20,Strength +2; Dexterity +1,Medium,35 feet,"Age. Strigs reach maturity faster than most birdfolk races, around 15 years. They can reach a respectable old age by birdfolk standards, living around 80 years.

Alignment. Strigs are normally good aligned, having a strong sense of fair play as well as a tendency to see the best in others. They also favor chaotic alignments, as strigs are a freedom-loving people who will usually put their personal morals above any imposed system of governance.

Size. Strigs are muscular, imposing folk ranging from 4 to over 5 feet tall and weighing around 110 pounds. Your size is Medium.

Speed. Your base walking speed is 30 feet.

Glide. Using your feathered arms, you can slow your fall, and glide short distances. When falling you can use your reaction to spread your arms, stiffen your wing feathers, and slow your descent. While doing so, you continue to fall gently at a speed of 60 feet per round, taking no fall damage when you land. If you would fall at least 10 feet in this way, you may fly up to your movement speed in one direction you choose, although you cannot choose to move upwards, landing in the space you finish your movement. You cannot glide while carrying heavy weapons or wielding a shield (though you may drop any held items as part of your reaction to spread your arms). You cannot glide while wearing heavy armor, or if you are encumbered.

Talons. Your sharp claws aid you in unarmed combat and while climbing. Your damage for an unarmed strike is 1d4 piercing damage. Additionally, you have advantage on Strength (Athletics) checks made to climb any surface your talons could reasonably grip.

Darkvision. You are adept at hunting under the cover of night. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Patterned Feathers. You have advantage on Dexterity (Stealth) checks when you attempt to hide in a forest.

Languages. You can speak, read, and write Birdfolk. You can also understand Auran, though you cannot speak it naturally.

Swift. Your base walking speed increases to 35 feet.

Survivor. You have proficiency in the Survival skill."
Tabaxi,MPMM,33,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Small or Medium,"30 feet, climb equal to your walking speed","Size. You are Medium or Small. You choose the size when you select this race.

Speed. Your walking speed is 30 feet, and you have a climbing speed equal to your walking speed.

Cat's Claws. You can use your claws to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike.

Cat's Talent. You have proficiency in the Perception and Stealth skills.

Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.

Feline Agility. Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can't use it again until you move 0 feet on one of your turns.

Languages. You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
Tabaxi,VGM,113,Dexterity +2; Charisma +1,Medium,"30 feet, climb 20 feet","Age. Tabaxi have lifespans equivalent to humans.

Size. Tabaxi are taller on average than humans and relatively slender. Your size is Medium.

Darkvision. You have a cat's keen senses, especially in the dark. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Feline Agility. Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can't use it again until you move 0 feet on one of your turns.

Cat's Claws. Because of your claws, you have a climbing speed of 20 feet. In addition, your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.

Cat's Talents. You have proficiency in the Perception and Stealth skills.

Languages. You can speak, read, and write Common and one other language of your choice."
The Disembodied,GrimHollowPlayerPack,,Intelligence +2; Dexterity +1,Varies,30 feet,"Ability Score Increase. Your Intelligence score increases by 2 and your Dexterity score increases by 1.

Age. The disembodied mature at a much slower rate than their humanoid equivalent, and their life expectancy is drastically higher, with not a single disembodied having passed due to old age.

Alignment. The disembodied tend towards no particular alignments.

Size. You still possess the height of your former humanoid self, but your nearly insubstantial nature has drastically reduced your weight to a quarter of your original weight. Your size is the same it was before the accident.

Speed. Your base walking speed is 30 feet.

Fade Away. On your turn, as an action, you can fade from the Material Realm and disappear into the ethereal plane. While you remain faded away, you cannot interact with the Material Plane, and effects on the Material Plane cannot interact with you, including spells and creatures. However, you can move and hear as normal, and see everything in shades of grey.This effect lasts for 1 minute, or until you use a bonus action to end it. When the effect ends, you reappear on the Material Plane, in the closest unoccupied space you disappeared from. Once you use this feature, you cannot use it again until you complete a long rest.

Planar Outcast. You may cast the feather fall spell once per day, targeting yourself only. When you reach 3rd level, you may cast the blur spell once per day. When you reach 5th level, you may cast the blink spell once per day. Intelligence is your spellcasting ability for these spells.

Arcane Origins. You gain proficiency in the Arcana skill.

Languages. You can speak, read, and write two languages of your choice."
Thri-kreen,AAG,15,Choose one of: (a) Choose any +2; choose any other +1 (b) Choose three different +1,Small or Medium,30 feet,"Creature Type. You are a Monstrosity.

Size. You are Medium or Small. You choose the size when you select this race.

Chameleon Carapace. While you aren't wearing armor, your carapace gives you a base Armor Class of 13 + your Dexterity modifier.As an action, you can change the color of your carapace to match the color and texture of your surroundings, giving you advantage on Dexterity (Stealth) checks made to hide in those surroundings.

Darkvision. You can see in dim light within 60 feet of yourself as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.

Secondary Arms. You have two slightly smaller secondary arms below your primary pair of arms. The secondary arms can manipulate an object, open or close a door or container, pick up or set down a Tiny object, or wield a weapon that has the light property.

Sleepless. You do not require sleep and can remain conscious during a long rest, though you must still refrain from strenuous activity to gain the benefit of the rest.

Thri-kreen Telepathy. Without the assistance of magic, you can't speak the non-thri-kreen languages you know. Instead you use telepathy to convey your thoughts. You have the magical ability to transmit your thoughts mentally to willing creatures within 120 feet of yourself. A contacted creature doesn't need to share a language with you to understand your thoughts, but it must be able to understand at least one language. Your telepathic link to a creature is broken if you and the creature move more than 120 feet apart, if either of you is incapacitated, or if either of you mentally breaks the contact (no action required).

Languages. You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character."
Tiefling,PHB,42,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Infernal Legacy. You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the hellish rebuke spell as a 2nd-level spell with this trait; you regain the ability to cast it when you finish a long rest. Once you reach 5th level, you can also cast the darkness spell once per day with this trait; you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Asmodeus),MTF,21,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Infernal Legacy. You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the hellish rebuke spell as a 2nd-level spell with this trait; you regain the ability to cast it when you finish a long rest. Once you reach 5th level, you can also cast the darkness spell once per day with this trait; you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Baalzebul),MTF,21,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Maladomini. You know the thaumaturgy cantrip. When you reach 3rd level, you can cast the ray of sickness spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the crown of madness spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Base),PHB,42,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Infernal Legacy. You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the hellish rebuke spell as a 2nd-level spell with this trait; you regain the ability to cast it when you finish a long rest. Once you reach 5th level, you can also cast the darkness spell once per day with this trait; you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Dispater),MTF,21,Charisma +2; Dexterity +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Dis. You know the thaumaturgy cantrip. When you reach 3rd level, you can cast the disguise self spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the detect thoughts spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Fierna),MTF,21,Charisma +2; Wisdom +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Phlegethos. You know the friends cantrip. When you reach 3rd level, you can cast the charm person spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the suggestion spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Glasya),MTF,22,Charisma +2; Dexterity +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Malbolge. You know the minor illusion cantrip. When you reach 3rd level, you can cast the disguise self spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the invisibility spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Levistus),MTF,22,Charisma +2; Constitution +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Stygia. You know the ray of frost cantrip. When you reach 3rd level, you can cast the armor of Agathys spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the darkness spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Mammon),MTF,22,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Minauros. You know the mage hand cantrip. When you reach 3rd level, you can cast the Tenser's floating disk spell once with this trait and regain the ability to do so when you finish a short or long rest. When you reach 5th level, you can cast the arcane lock spell once with this trait, requiring no material component, and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Mephistopheles),MTF,23,Charisma +2; Intelligence +1,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Legacy of Cania. You know the mage hand cantrip. When you reach 3rd level, you can cast the burning hands spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the flame blade spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells.

Languages. You can speak, read, and write Common and Infernal."
Tiefling (Variant; Devil's Tongue),SCAG,118,Intelligence +1; Choose Dexterity or Charisma +2,Medium,30 feet,"Age. Tieflings mature at the same rate as humans but live a few years longer.

Size. Tieflings are about the same size and build as humans. Your size is Medium.

Darkvision. Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

Hellish Resistance. You have resistance to fire damage.

Devil's Tongue. You know the vicious mockery cantrip. When you reach 3rd level, you can cast the charm person spell as a 2nd-level spell once with this trait. When you reach 5th level, you can cast the enthrall spell once with this trait. You must finish a long rest to cast these spells once again with this trait. Charisma is your spellcasting ability for them. This trait replaces the Infernal Legacy trait.

Languages. You can speak, read, and write Common and Infernal.

Appearance. Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4+1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goatlike legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone."
